순번,종류,파일명,블록,블록제목,비트,장소,컷,조명,초,프롬프트
85,이미지,7블-b3-k3.png,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b3,거북선 갑판 내부,k3/4,C,20,"the same scene from the same camera height, progressively closer (3 of 4), medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
85,영상,7블-b3-v3.mp4,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b3,거북선 갑판 내부,k3→k4,C,20,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
86,이미지,7블-b3-k4.png,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b3,거북선 갑판 내부,k4/4,C,20,"the same scene from the same camera height, closest framing of this beat, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
87,이미지,7블-b4-k1.png,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b4,조선 조선소 작업장,k1/3,C,20,"Joseon shipyard workshop with pine timber stacks and carpenter tools, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
87,영상,7블-b4-v1.mp4,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b4,조선 조선소 작업장,k1→k2,C,20,"Locked-off camera with no movement at all, only the subject moves. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
88,이미지,7블-b4-k2.png,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b4,조선 조선소 작업장,k2/3,C,20,"the same scene from the same camera height, progressively closer (2 of 3), tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
88,영상,7블-b4-v2.mp4,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b4,조선 조선소 작업장,k2→k3,C,20,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
89,이미지,7블-b4-k3.png,7,용머리 연막탄과 황자총통 발사 매커니즘 도해,b4,조선 조선소 작업장,k3/3,C,20,"the same scene from the same camera height, closest framing of this beat, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
90,이미지,8블-b1-k1.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b1,한산도 앞바다 해협,k1/3,C,18,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
90,영상,8블-b1-v1.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b1,한산도 앞바다 해협,k1→k2,C,18,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
91,이미지,8블-b1-k2.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b1,한산도 앞바다 해협,k2/3,C,18,"the same scene from the same camera height, progressively closer (2 of 3), extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
91,영상,8블-b1-v2.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b1,한산도 앞바다 해협,k2→k3,C,18,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
92,이미지,8블-b1-k3.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b1,한산도 앞바다 해협,k3/3,C,18,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
93,이미지,8블-b2-k1.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b2,여수 수군 진영,k1/3,C,18,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
93,영상,8블-b2-v1.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b2,여수 수군 진영,k1→k2,C,18,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
94,이미지,8블-b2-k2.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b2,여수 수군 진영,k2/3,C,18,"the same scene from the same camera height, progressively closer (2 of 3), wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
94,영상,8블-b2-v2.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b2,여수 수군 진영,k2→k3,C,18,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
95,이미지,8블-b2-k3.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b2,여수 수군 진영,k3/3,C,18,"the same scene from the same camera height, closest framing of this beat, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
96,이미지,8블-b3-k1.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b3,거북선 갑판 내부,k1/3,C,18,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
96,영상,8블-b3-v1.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b3,거북선 갑판 내부,k1→k2,C,18,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
97,이미지,8블-b3-k2.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b3,거북선 갑판 내부,k2/3,C,18,"the same scene from the same camera height, progressively closer (2 of 3), medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
97,영상,8블-b3-v2.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b3,거북선 갑판 내부,k2→k3,C,18,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
98,이미지,8블-b3-k3.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b3,거북선 갑판 내부,k3/3,C,18,"the same scene from the same camera height, closest framing of this beat, medium shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
99,이미지,8블-b4-k1.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b4,조선 조선소 작업장,k1/3,C,18,"Joseon shipyard workshop with pine timber stacks and carpenter tools, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
99,영상,8블-b4-v1.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b4,조선 조선소 작업장,k1→k2,C,18,"Locked-off camera with no movement at all, only the subject moves. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
100,이미지,8블-b4-k2.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b4,조선 조선소 작업장,k2/3,C,18,"the same scene from the same camera height, progressively closer (2 of 3), tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
100,영상,8블-b4-v2.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b4,조선 조선소 작업장,k2→k3,C,18,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
101,이미지,8블-b4-k3.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b4,조선 조선소 작업장,k3/3,C,18,"the same scene from the same camera height, closest framing of this beat, tight close-up, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
102,이미지,8블-b5-k1.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b5,용머리 포문 구역,k1/2,C,18,"Dragon-head bow section of turtle ship with hidden cannon port and smoke vents, extreme close-up detail shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
102,영상,8블-b5-v1.mp4,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b5,용머리 포문 구역,k1→k2,C,18,"Slow pull back at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
103,이미지,8블-b5-k2.png,8,소나무·나무못과 삼나무·쇠못 결합 구조 비교 실험,b5,용머리 포문 구역,k2/2,C,18,"the same scene from the same camera height, closest framing of this beat, extreme close-up detail shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
104,이미지,9블-b1-k1.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k1/6,A,23,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
104,영상,9블-b1-v1.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k1→k2,A,23,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
105,이미지,9블-b1-k2.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k2/6,A,23,"the same scene from the same camera height, progressively closer (2 of 6), extreme wide establishing shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
105,영상,9블-b1-v2.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k2→k3,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
106,이미지,9블-b1-k3.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k3/6,A,23,"the same scene from the same camera height, progressively closer (3 of 6), extreme wide establishing shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
106,영상,9블-b1-v3.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k3→k4,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
107,이미지,9블-b1-k4.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k4/6,A,23,"the same scene from the same camera height, progressively closer (4 of 6), extreme wide establishing shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
107,영상,9블-b1-v4.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k4→k5,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
108,이미지,9블-b1-k5.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k5/6,A,23,"the same scene from the same camera height, progressively closer (5 of 6), extreme wide establishing shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
108,영상,9블-b1-v5.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k5→k6,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
109,이미지,9블-b1-k6.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b1,한산도 앞바다 해협,k6/6,A,23,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
110,이미지,9블-b2-k1.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k1/5,A,23,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
110,영상,9블-b2-v1.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k1→k2,A,23,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
111,이미지,9블-b2-k2.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k2/5,A,23,"the same scene from the same camera height, progressively closer (2 of 5), wide shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
111,영상,9블-b2-v2.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k2→k3,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
112,이미지,9블-b2-k3.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k3/5,A,23,"the same scene from the same camera height, progressively closer (3 of 5), wide shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
112,영상,9블-b2-v3.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k3→k4,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
113,이미지,9블-b2-k4.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k4/5,A,23,"the same scene from the same camera height, progressively closer (4 of 5), wide shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
113,영상,9블-b2-v4.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k4→k5,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
114,이미지,9블-b2-k5.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b2,여수 수군 진영,k5/5,A,23,"the same scene from the same camera height, closest framing of this beat, wide shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
115,이미지,9블-b3-k1.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k1/5,A,23,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
115,영상,9블-b3-v1.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k1→k2,A,23,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
116,이미지,9블-b3-k2.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k2/5,A,23,"the same scene from the same camera height, progressively closer (2 of 5), medium shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
116,영상,9블-b3-v2.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k2→k3,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
117,이미지,9블-b3-k3.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k3/5,A,23,"the same scene from the same camera height, progressively closer (3 of 5), medium shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
117,영상,9블-b3-v3.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k3→k4,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
118,이미지,9블-b3-k4.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k4/5,A,23,"the same scene from the same camera height, progressively closer (4 of 5), medium shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
118,영상,9블-b3-v4.mp4,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k4→k5,A,23,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
119,이미지,9블-b3-k5.png,9,거북선 충파로 왜선이 산산조각 나는 충돌 장면,b3,거북선 갑판 내부,k5/5,A,23,"the same scene from the same camera height, closest framing of this beat, medium shot, flat overcast diffused light with almost no cast shadows, heavy atmospheric haze, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
120,이미지,10블-b1-k1.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k1/4,C,19,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
120,영상,10블-b1-v1.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k1→k2,C,19,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
121,이미지,10블-b1-k2.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k2/4,C,19,"the same scene from the same camera height, progressively closer (2 of 4), extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
121,영상,10블-b1-v2.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
122,이미지,10블-b1-k3.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k3/4,C,19,"the same scene from the same camera height, progressively closer (3 of 4), extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
122,영상,10블-b1-v3.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k3→k4,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
123,이미지,10블-b1-k4.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b1,한산도 앞바다 해협,k4/4,C,19,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
124,이미지,10블-b2-k1.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k1/4,C,19,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
124,영상,10블-b2-v1.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k1→k2,C,19,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
125,이미지,10블-b2-k2.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k2/4,C,19,"the same scene from the same camera height, progressively closer (2 of 4), wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
125,영상,10블-b2-v2.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k2→k3,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
126,이미지,10블-b2-k3.png,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k3/4,C,19,"the same scene from the same camera height, progressively closer (3 of 4), wide shot, even neutral light on a plain seamless ground, subject isolated, no environment, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
126,영상,10블-b2-v3.mp4,10,망치와 모루 전술로 짜인 거북선-판옥선 함대 대형 도해,b2,여수 수군 진영,k3→k4,C,19,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
